cs	en	40	Information_Portal_Czech_President_Czech_Castle	Information Portal of the Czech President and Czech Castle	https://elrc-share.eu/repository/browse/information-portal-of-the-czech-president-and-czech-castle/2c11868e088b11e6b68800155d020502c402eaf049834da0bbb019049e42098c/	https://elrc-share.eu/repository/download/2c11868e088b11e6b68800155d020502c402eaf049834da0bbb019049e42098c/	publicDomain	cz_hrad_A_ces-eng.tmx
en	lv	399	International_Agreements	International Agreements (Processed)	https://elrc-share.eu/repository/browse/international-agreements-processed/41aa3b626d1b11e7b7d400155d0267067b64b5a49eff46f8a58af50e2594eedc/	https://elrc-share.eu/repository/download/41aa3b626d1b11e7b7d400155d0267067b64b5a49eff46f8a58af50e2594eedc/	CC-BY-SA-4.0	InternationalAgreements.en-lv.tmx
fr	sv	401	Swedish_Labour_Part2	Parallel texts from Swedish Labour market agency. Part 2 (Processed)	https://elrc-share.eu/repository/browse/parallel-texts-from-swedish-labour-market-agency-part-2-processed/4701dc966d1b11e7b7d400155d0267060552ac67c5894efeade9ecef2910ec0c/	https://elrc-share.eu/repository/download/4701dc966d1b11e7b7d400155d0267060552ac67c5894efeade9ecef2910ec0c/	publicDomain	257.fr-sv.tmx
en	sv	401	Swedish_Labour_Part2	Parallel texts from Swedish Labour market agency. Part 2 (Processed)	https://elrc-share.eu/repository/browse/parallel-texts-from-swedish-labour-market-agency-part-2-processed/4701dc966d1b11e7b7d400155d0267060552ac67c5894efeade9ecef2910ec0c/	https://elrc-share.eu/repository/download/4701dc966d1b11e7b7d400155d0267060552ac67c5894efeade9ecef2910ec0c/	publicDomain	257.en-sv.tmx
en	fr	401	Swedish_Labour_Part2	Parallel texts from Swedish Labour market agency. Part 2 (Processed)	https://elrc-share.eu/repository/browse/parallel-texts-from-swedish-labour-market-agency-part-2-processed/4701dc966d1b11e7b7d400155d0267060552ac67c5894efeade9ecef2910ec0c/	https://elrc-share.eu/repository/download/4701dc966d1b11e7b7d400155d0267060552ac67c5894efeade9ecef2910ec0c/	publicDomain	257.en-fr.tmx
de	fi	401	Swedish_Labour_Part2	Parallel texts from Swedish Labour market agency. Part 2 (Processed)	https://elrc-share.eu/repository/browse/parallel-texts-from-swedish-labour-market-agency-part-2-processed/4701dc966d1b11e7b7d400155d0267060552ac67c5894efeade9ecef2910ec0c/	https://elrc-share.eu/repository/download/4701dc966d1b11e7b7d400155d0267060552ac67c5894efeade9ecef2910ec0c/	publicDomain	257.de-fi.tmx
fi	fr	401	Swedish_Labour_Part2	Parallel texts from Swedish Labour market agency. Part 2 (Processed)	https://elrc-share.eu/repository/browse/parallel-texts-from-swedish-labour-market-agency-part-2-processed/4701dc966d1b11e7b7d400155d0267060552ac67c5894efeade9ecef2910ec0c/	https://elrc-share.eu/repository/download/4701dc966d1b11e7b7d400155d0267060552ac67c5894efeade9ecef2910ec0c/	publicDomain	257.fi-fr.tmx
de	es	401	Swedish_Labour_Part2	Parallel texts from Swedish Labour market agency. Part 2 (Processed)	https://elrc-share.eu/repository/browse/parallel-texts-from-swedish-labour-market-agency-part-2-processed/4701dc966d1b11e7b7d400155d0267060552ac67c5894efeade9ecef2910ec0c/	https://elrc-share.eu/repository/download/4701dc966d1b11e7b7d400155d0267060552ac67c5894efeade9ecef2910ec0c/	publicDomain	257.de-es.tmx
es	fi	401	Swedish_Labour_Part2	Parallel texts from Swedish Labour market agency. Part 2 (Processed)	https://elrc-share.eu/repository/browse/parallel-texts-from-swedish-labour-market-agency-part-2-processed/4701dc966d1b11e7b7d400155d0267060552ac67c5894efeade9ecef2910ec0c/	https://elrc-share.eu/repository/download/4701dc966d1b11e7b7d400155d0267060552ac67c5894efeade9ecef2910ec0c/	publicDomain	257.es-fi.tmx
en	es	401	Swedish_Labour_Part2	Parallel texts from Swedish Labour market agency. Part 2 (Processed)	https://elrc-share.eu/repository/browse/parallel-texts-from-swedish-labour-market-agency-part-2-processed/4701dc966d1b11e7b7d400155d0267060552ac67c5894efeade9ecef2910ec0c/	https://elrc-share.eu/repository/download/4701dc966d1b11e7b7d400155d0267060552ac67c5894efeade9ecef2910ec0c/	publicDomain	257.en-es.tmx
de	sv	401	Swedish_Labour_Part2	Parallel texts from Swedish Labour market agency. Part 2 (Processed)	https://elrc-share.eu/repository/browse/parallel-texts-from-swedish-labour-market-agency-part-2-processed/4701dc966d1b11e7b7d400155d0267060552ac67c5894efeade9ecef2910ec0c/	https://elrc-share.eu/repository/download/4701dc966d1b11e7b7d400155d0267060552ac67c5894efeade9ecef2910ec0c/	publicDomain	257.de-sv.tmx
fi	sv	401	Swedish_Labour_Part2	Parallel texts from Swedish Labour market agency. Part 2 (Processed)	https://elrc-share.eu/repository/browse/parallel-texts-from-swedish-labour-market-agency-part-2-processed/4701dc966d1b11e7b7d400155d0267060552ac67c5894efeade9ecef2910ec0c/	https://elrc-share.eu/repository/download/4701dc966d1b11e7b7d400155d0267060552ac67c5894efeade9ecef2910ec0c/	publicDomain	257.fi-sv.tmx
es	sv	401	Swedish_Labour_Part2	Parallel texts from Swedish Labour market agency. Part 2 (Processed)	https://elrc-share.eu/repository/browse/parallel-texts-from-swedish-labour-market-agency-part-2-processed/4701dc966d1b11e7b7d400155d0267060552ac67c5894efeade9ecef2910ec0c/	https://elrc-share.eu/repository/download/4701dc966d1b11e7b7d400155d0267060552ac67c5894efeade9ecef2910ec0c/	publicDomain	257.es-sv.tmx
es	fr	401	Swedish_Labour_Part2	Parallel texts from Swedish Labour market agency. Part 2 (Processed)	https://elrc-share.eu/repository/browse/parallel-texts-from-swedish-labour-market-agency-part-2-processed/4701dc966d1b11e7b7d400155d0267060552ac67c5894efeade9ecef2910ec0c/	https://elrc-share.eu/repository/download/4701dc966d1b11e7b7d400155d0267060552ac67c5894efeade9ecef2910ec0c/	publicDomain	257.es-fr.tmx
de	fr	401	Swedish_Labour_Part2	Parallel texts from Swedish Labour market agency. Part 2 (Processed)	https://elrc-share.eu/repository/browse/parallel-texts-from-swedish-labour-market-agency-part-2-processed/4701dc966d1b11e7b7d400155d0267060552ac67c5894efeade9ecef2910ec0c/	https://elrc-share.eu/repository/download/4701dc966d1b11e7b7d400155d0267060552ac67c5894efeade9ecef2910ec0c/	publicDomain	257.de-fr.tmx
de	en	401	Swedish_Labour_Part2	Parallel texts from Swedish Labour market agency. Part 2 (Processed)	https://elrc-share.eu/repository/browse/parallel-texts-from-swedish-labour-market-agency-part-2-processed/4701dc966d1b11e7b7d400155d0267060552ac67c5894efeade9ecef2910ec0c/	https://elrc-share.eu/repository/download/4701dc966d1b11e7b7d400155d0267060552ac67c5894efeade9ecef2910ec0c/	publicDomain	257.de-en.tmx
en	fi	401	Swedish_Labour_Part2	Parallel texts from Swedish Labour market agency. Part 2 (Processed)	https://elrc-share.eu/repository/browse/parallel-texts-from-swedish-labour-market-agency-part-2-processed/4701dc966d1b11e7b7d400155d0267060552ac67c5894efeade9ecef2910ec0c/	https://elrc-share.eu/repository/download/4701dc966d1b11e7b7d400155d0267060552ac67c5894efeade9ecef2910ec0c/	publicDomain	257.en-fi.tmx
en	lv	402	MFA_Latvia	Parallel Corpus from the Web Site of the the MFA of Latvia (Processed)	https://elrc-share.eu/repository/browse/parallel-corpus-from-the-web-site-of-the-the-mfa-of-latvia-processed/491aef046d1b11e7b7d400155d02670647665c1082b44d6d818bb92e216d3e7f/	https://elrc-share.eu/repository/download/491aef046d1b11e7b7d400155d02670647665c1082b44d6d818bb92e216d3e7f/	CC-BY-SA-4.0	MFA-news.en-lv.tmx
bg	de	403	Rights_Arrested	Letter of rights for persons arrested on the basis of a European Arrest Warrant (Processed)	https://elrc-share.eu/repository/browse/letter-of-rights-for-persons-arrested-on-the-basis-of-a-european-arrest-warrant-processed/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	https://elrc-share.eu/repository/download/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	CC-BY-4.0	tmx/bg-de.tmx
bg	el	403	Rights_Arrested	Letter of rights for persons arrested on the basis of a European Arrest Warrant (Processed)	https://elrc-share.eu/repository/browse/letter-of-rights-for-persons-arrested-on-the-basis-of-a-european-arrest-warrant-processed/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	https://elrc-share.eu/repository/download/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	CC-BY-4.0	tmx/bg-el.tmx
bg	fr	403	Rights_Arrested	Letter of rights for persons arrested on the basis of a European Arrest Warrant (Processed)	https://elrc-share.eu/repository/browse/letter-of-rights-for-persons-arrested-on-the-basis-of-a-european-arrest-warrant-processed/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	https://elrc-share.eu/repository/download/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	CC-BY-4.0	tmx/bg-fr.tmx
bg	it	403	Rights_Arrested	Letter of rights for persons arrested on the basis of a European Arrest Warrant (Processed)	https://elrc-share.eu/repository/browse/letter-of-rights-for-persons-arrested-on-the-basis-of-a-european-arrest-warrant-processed/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	https://elrc-share.eu/repository/download/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	CC-BY-4.0	tmx/bg-it.tmx
bg	lv	403	Rights_Arrested	Letter of rights for persons arrested on the basis of a European Arrest Warrant (Processed)	https://elrc-share.eu/repository/browse/letter-of-rights-for-persons-arrested-on-the-basis-of-a-european-arrest-warrant-processed/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	https://elrc-share.eu/repository/download/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	CC-BY-4.0	tmx/bg-lv.tmx
bg	nl	403	Rights_Arrested	Letter of rights for persons arrested on the basis of a European Arrest Warrant (Processed)	https://elrc-share.eu/repository/browse/letter-of-rights-for-persons-arrested-on-the-basis-of-a-european-arrest-warrant-processed/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	https://elrc-share.eu/repository/download/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	CC-BY-4.0	tmx/bg-nl.tmx
bg	pl	403	Rights_Arrested	Letter of rights for persons arrested on the basis of a European Arrest Warrant (Processed)	https://elrc-share.eu/repository/browse/letter-of-rights-for-persons-arrested-on-the-basis-of-a-european-arrest-warrant-processed/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	https://elrc-share.eu/repository/download/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	CC-BY-4.0	tmx/bg-pl.tmx
bg	ro	403	Rights_Arrested	Letter of rights for persons arrested on the basis of a European Arrest Warrant (Processed)	https://elrc-share.eu/repository/browse/letter-of-rights-for-persons-arrested-on-the-basis-of-a-european-arrest-warrant-processed/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	https://elrc-share.eu/repository/download/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	CC-BY-4.0	tmx/bg-ro.tmx
de	el	403	Rights_Arrested	Letter of rights for persons arrested on the basis of a European Arrest Warrant (Processed)	https://elrc-share.eu/repository/browse/letter-of-rights-for-persons-arrested-on-the-basis-of-a-european-arrest-warrant-processed/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	https://elrc-share.eu/repository/download/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	CC-BY-4.0	tmx/de-el.tmx
de	fr	403	Rights_Arrested	Letter of rights for persons arrested on the basis of a European Arrest Warrant (Processed)	https://elrc-share.eu/repository/browse/letter-of-rights-for-persons-arrested-on-the-basis-of-a-european-arrest-warrant-processed/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	https://elrc-share.eu/repository/download/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	CC-BY-4.0	tmx/de-fr.tmx
de	it	403	Rights_Arrested	Letter of rights for persons arrested on the basis of a European Arrest Warrant (Processed)	https://elrc-share.eu/repository/browse/letter-of-rights-for-persons-arrested-on-the-basis-of-a-european-arrest-warrant-processed/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	https://elrc-share.eu/repository/download/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	CC-BY-4.0	tmx/de-it.tmx
de	lv	403	Rights_Arrested	Letter of rights for persons arrested on the basis of a European Arrest Warrant (Processed)	https://elrc-share.eu/repository/browse/letter-of-rights-for-persons-arrested-on-the-basis-of-a-european-arrest-warrant-processed/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	https://elrc-share.eu/repository/download/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	CC-BY-4.0	tmx/de-lv.tmx
de	nl	403	Rights_Arrested	Letter of rights for persons arrested on the basis of a European Arrest Warrant (Processed)	https://elrc-share.eu/repository/browse/letter-of-rights-for-persons-arrested-on-the-basis-of-a-european-arrest-warrant-processed/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	https://elrc-share.eu/repository/download/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	CC-BY-4.0	tmx/de-nl.tmx
de	pl	403	Rights_Arrested	Letter of rights for persons arrested on the basis of a European Arrest Warrant (Processed)	https://elrc-share.eu/repository/browse/letter-of-rights-for-persons-arrested-on-the-basis-of-a-european-arrest-warrant-processed/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	https://elrc-share.eu/repository/download/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	CC-BY-4.0	tmx/de-pl.tmx
de	ro	403	Rights_Arrested	Letter of rights for persons arrested on the basis of a European Arrest Warrant (Processed)	https://elrc-share.eu/repository/browse/letter-of-rights-for-persons-arrested-on-the-basis-of-a-european-arrest-warrant-processed/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	https://elrc-share.eu/repository/download/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	CC-BY-4.0	tmx/de-ro.tmx
el	fr	403	Rights_Arrested	Letter of rights for persons arrested on the basis of a European Arrest Warrant (Processed)	https://elrc-share.eu/repository/browse/letter-of-rights-for-persons-arrested-on-the-basis-of-a-european-arrest-warrant-processed/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	https://elrc-share.eu/repository/download/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	CC-BY-4.0	tmx/el-fr.tmx
el	it	403	Rights_Arrested	Letter of rights for persons arrested on the basis of a European Arrest Warrant (Processed)	https://elrc-share.eu/repository/browse/letter-of-rights-for-persons-arrested-on-the-basis-of-a-european-arrest-warrant-processed/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	https://elrc-share.eu/repository/download/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	CC-BY-4.0	tmx/el-it.tmx
el	lv	403	Rights_Arrested	Letter of rights for persons arrested on the basis of a European Arrest Warrant (Processed)	https://elrc-share.eu/repository/browse/letter-of-rights-for-persons-arrested-on-the-basis-of-a-european-arrest-warrant-processed/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	https://elrc-share.eu/repository/download/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	CC-BY-4.0	tmx/el-lv.tmx
el	nl	403	Rights_Arrested	Letter of rights for persons arrested on the basis of a European Arrest Warrant (Processed)	https://elrc-share.eu/repository/browse/letter-of-rights-for-persons-arrested-on-the-basis-of-a-european-arrest-warrant-processed/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	https://elrc-share.eu/repository/download/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	CC-BY-4.0	tmx/el-nl.tmx
el	pl	403	Rights_Arrested	Letter of rights for persons arrested on the basis of a European Arrest Warrant (Processed)	https://elrc-share.eu/repository/browse/letter-of-rights-for-persons-arrested-on-the-basis-of-a-european-arrest-warrant-processed/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	https://elrc-share.eu/repository/download/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	CC-BY-4.0	tmx/el-pl.tmx
el	ro	403	Rights_Arrested	Letter of rights for persons arrested on the basis of a European Arrest Warrant (Processed)	https://elrc-share.eu/repository/browse/letter-of-rights-for-persons-arrested-on-the-basis-of-a-european-arrest-warrant-processed/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	https://elrc-share.eu/repository/download/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	CC-BY-4.0	tmx/el-ro.tmx
bg	en	403	Rights_Arrested	Letter of rights for persons arrested on the basis of a European Arrest Warrant (Processed)	https://elrc-share.eu/repository/browse/letter-of-rights-for-persons-arrested-on-the-basis-of-a-european-arrest-warrant-processed/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	https://elrc-share.eu/repository/download/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	CC-BY-4.0	tmx/en-bg.tmx
de	en	403	Rights_Arrested	Letter of rights for persons arrested on the basis of a European Arrest Warrant (Processed)	https://elrc-share.eu/repository/browse/letter-of-rights-for-persons-arrested-on-the-basis-of-a-european-arrest-warrant-processed/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	https://elrc-share.eu/repository/download/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	CC-BY-4.0	tmx/en-de.tmx
el	en	403	Rights_Arrested	Letter of rights for persons arrested on the basis of a European Arrest Warrant (Processed)	https://elrc-share.eu/repository/browse/letter-of-rights-for-persons-arrested-on-the-basis-of-a-european-arrest-warrant-processed/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	https://elrc-share.eu/repository/download/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	CC-BY-4.0	tmx/en-el.tmx
en	fr	403	Rights_Arrested	Letter of rights for persons arrested on the basis of a European Arrest Warrant (Processed)	https://elrc-share.eu/repository/browse/letter-of-rights-for-persons-arrested-on-the-basis-of-a-european-arrest-warrant-processed/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	https://elrc-share.eu/repository/download/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	CC-BY-4.0	tmx/en-fr.tmx
en	it	403	Rights_Arrested	Letter of rights for persons arrested on the basis of a European Arrest Warrant (Processed)	https://elrc-share.eu/repository/browse/letter-of-rights-for-persons-arrested-on-the-basis-of-a-european-arrest-warrant-processed/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	https://elrc-share.eu/repository/download/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	CC-BY-4.0	tmx/en-it.tmx
en	lv	403	Rights_Arrested	Letter of rights for persons arrested on the basis of a European Arrest Warrant (Processed)	https://elrc-share.eu/repository/browse/letter-of-rights-for-persons-arrested-on-the-basis-of-a-european-arrest-warrant-processed/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	https://elrc-share.eu/repository/download/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	CC-BY-4.0	tmx/en-lv.tmx
en	nl	403	Rights_Arrested	Letter of rights for persons arrested on the basis of a European Arrest Warrant (Processed)	https://elrc-share.eu/repository/browse/letter-of-rights-for-persons-arrested-on-the-basis-of-a-european-arrest-warrant-processed/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	https://elrc-share.eu/repository/download/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	CC-BY-4.0	tmx/en-nl.tmx
en	pl	403	Rights_Arrested	Letter of rights for persons arrested on the basis of a European Arrest Warrant (Processed)	https://elrc-share.eu/repository/browse/letter-of-rights-for-persons-arrested-on-the-basis-of-a-european-arrest-warrant-processed/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	https://elrc-share.eu/repository/download/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	CC-BY-4.0	tmx/en-pl.tmx
en	ro	403	Rights_Arrested	Letter of rights for persons arrested on the basis of a European Arrest Warrant (Processed)	https://elrc-share.eu/repository/browse/letter-of-rights-for-persons-arrested-on-the-basis-of-a-european-arrest-warrant-processed/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	https://elrc-share.eu/repository/download/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	CC-BY-4.0	tmx/en-ro.tmx
fr	it	403	Rights_Arrested	Letter of rights for persons arrested on the basis of a European Arrest Warrant (Processed)	https://elrc-share.eu/repository/browse/letter-of-rights-for-persons-arrested-on-the-basis-of-a-european-arrest-warrant-processed/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	https://elrc-share.eu/repository/download/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	CC-BY-4.0	tmx/fr-it.tmx
fr	lv	403	Rights_Arrested	Letter of rights for persons arrested on the basis of a European Arrest Warrant (Processed)	https://elrc-share.eu/repository/browse/letter-of-rights-for-persons-arrested-on-the-basis-of-a-european-arrest-warrant-processed/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	https://elrc-share.eu/repository/download/4bc6efc86d1b11e7b7d400155d02670635cb9c208fbd46439728df5d8d651a85/	CC-BY-4.0	tmx/fr-lv.tmx
